run,n_value,f_schumann_hz,f_golden_hz,latitude,longitude,depth_km,magnitude_mw,alpha_event,resonance_score,proximity_2027
3848,18345.31390,7.95530,14047.21000,-50.87300,46.29800,53.90000,8.40000,7.93422,0.08422,0.07852
3849,18143.17100,8.35500,13497.43000,-36.27100,77.09000,22.60000,8.94000,8.59572,0.74572,0.74002
3850,17684.09430,8.01020,13779.37000,-27.29200,19.70400,25.60000,9.14000,9.34944,1.49944,1.49374
3851,18542.60690,7.79640,13863.14000,58.08000,118.57000,46.50000,9.50000,13.05155,5.20155,5.19585
3852,18933.83910,8.55540,13736.85000,-50.04600,80.47800,75.50000,7.95000,7.86168,0.01168,0.00598
3853,18798.63900,8.56540,13823.26000,12.70700,68.95800,64.60000,9.38000,11.25944,3.40944,3.40374
3854,18211.90560,7.77890,13617.35000,13.93900,-33.83600,73.70000,9.27000,10.18724,2.33724,2.33154
3855,18147.91980,8.45530,13294.96000,-5.34300,118.06300,29.30000,9.16000,9.48283,1.63283,1.62713
3856,17584.38540,8.22230,13071.54000,-8.28400,-13.52200,98.80000,8.01000,7.88443,0.03443,0.02873
3857,19195.70910,8.14740,13805.02000,-36.04200,88.31400,90.20000,8.26000,7.91385,0.06385,0.05815
3858,18815.03560,8.69180,13587.00000,-7.59300,29.27000,69.40000,8.33000,7.94109,0.09109,0.08539
3859,18182.33340,7.50110,13384.18000,-39.63000,-104.67000,44.20000,9.09000,9.16453,1.31453,1.30883
3860,17146.04840,7.29910,13472.60000,38.61500,92.71400,68.50000,9.02000,8.87733,1.02733,1.02163
3861,17923.93270,7.95070,13977.06000,-48.71100,-39.71300,19.10000,8.56000,8.04302,0.19302,0.18732
3862,17973.06260,7.78470,13849.30000,-31.45400,-9.90800,51.20000,8.32000,7.91661,0.06661,0.06091
3863,18724.39820,8.11170,13632.32000,42.52000,-15.79000,81.40000,8.75000,8.29244,0.44244,0.43674
3864,17895.96880,7.71260,13941.83000,-19.44000,56.73000,41.20000,8.38000,7.94291,0.09291,0.08721
3865,18735.13130,8.17580,14223.33000,37.46900,-130.46300,28.80000,8.71000,8.15916,0.30916,0.30346
3866,18775.28180,8.04670,13713.40000,-10.30700,-17.40700,36.60000,8.09000,7.88666,0.03666,0.03096
3867,18607.96230,7.79330,13515.08000,-29.89200,117.62400,43.60000,9.22000,9.82587,1.97587,1.97017
3868,17899.87880,7.34030,13486.51000,-5.88100,-18.40200,29.60000,9.40000,11.47888,3.62888,3.62318
3869,18207.93820,7.40310,14352.66000,42.40300,-16.55900,92.50000,8.10000,7.93797,0.08797,0.08227
3870,18577.82610,8.53950,14018.47000,-5.82800,157.81100,70.80000,7.67000,7.87973,0.02973,0.02403
3871,17836.54250,7.65390,13762.61000,-59.80600,50.17100,73.70000,7.83000,7.84086,0.00914,0.00344
3872,17433.68100,7.90560,13750.89000,30.39300,-44.04000,53.60000,9.03000,8.88696,1.03696,1.03126
3873,18371.60870,8.04880,13518.39000,5.96400,-75.97100,58.90000,9.33000,10.75201,2.90201,2.89631
3874,18442.72750,8.15400,13824.08000,5.81300,43.71800,62.20000,9.42000,11.75217,3.90217,3.89647
3875,17845.85430,7.72920,13747.35000,49.87200,22.84600,45.30000,8.55000,8.10277,0.25277,0.24707
3876,17362.65020,7.58900,13991.34000,1.29100,-70.52000,74.50000,9.23000,9.92305,2.07305,2.06735
3877,18886.40840,8.48940,13650.65000,12.79300,-71.90700,14.80000,8.35000,7.95646,0.10646,0.10076
3878,17340.13040,7.39840,14185.11000,35.35000,-80.45200,24.00000,8.42000,7.97485,0.12485,0.11915
3879,17333.74210,7.43750,14021.52000,4.81800,-63.25200,26.70000,8.30000,7.94333,0.09333,0.08763
3880,18049.45280,8.21850,13714.80000,-5.77600,95.73600,72.70000,8.75000,8.25696,0.40696,0.40126
3881,18460.16420,8.14310,13535.28000,41.87700,-82.54300,33.80000,8.05000,7.88153,0.03153,0.02583
3882,17492.13100,7.47560,13247.14000,20.27600,148.72600,42.20000,8.10000,7.88682,0.03682,0.03112
3883,18248.97640,7.75570,13670.82000,-24.84900,132.98700,68.60000,8.95000,8.65476,0.80476,0.79906
3884,18036.63210,7.24600,13553.92000,-0.13500,94.20000,99.20000,7.87000,7.88255,0.03255,0.02685
3885,17133.50150,7.55390,13497.16000,-55.55700,-50.53400,50.00000,9.27000,10.23287,2.38287,2.37717
3886,18407.33660,8.37050,13735.98000,-49.80900,-151.12200,63.90000,8.39000,8.01949,0.16949,0.16379
3887,18414.40110,8.20730,13641.81000,-55.27000,-13.14200,99.60000,9.41000,11.60478,3.75478,3.74908
3888,18301.35730,7.77180,13055.32000,22.07800,26.68600,83.40000,8.14000,7.94140,0.09140,0.08570
3889,19219.49780,8.33370,13639.86000,34.85200,-177.68000,56.80000,8.58000,8.04068,0.19068,0.18498
3890,17673.86660,7.49570,13405.65000,-21.32800,-37.91400,17.50000,8.82000,8.33714,0.48714,0.48144
3891,17643.62330,7.57000,14020.70000,-37.60600,-104.28300,96.80000,9.45000,12.19705,4.34705,4.34135
3892,19043.94430,7.44840,14135.33000,52.17100,68.28300,21.20000,7.56000,7.89757,0.04757,0.04187
3893,17912.89210,7.63590,13618.87000,-7.63000,116.97400,78.80000,8.86000,8.43709,0.58709,0.58139
3894,17132.09800,7.37690,13383.51000,40.51000,57.01700,63.30000,7.53000,7.90774,0.05774,0.05204
3895,18362.06540,7.73140,13799.75000,4.53800,58.25900,87.30000,7.86000,7.88512,0.03512,0.02942
3896,17893.43350,7.61440,13723.93000,-38.43700,7.68300,76.20000,8.90000,8.47785,0.62785,0.62215
3897,17858.93310,7.56920,13661.09000,41.59700,13.78400,58.00000,8.37000,8.01262,0.16262,0.15692
3898,17669.07820,7.44900,14222.99000,37.94300,-21.13600,81.70000,9.20000,9.73497,1.88497,1.87927
3899,18782.70700,7.62180,13841.50000,9.22500,-163.63200,48.90000,9.09000,9.09750,1.24750,1.24180
3900,17994.43850,8.34500,13533.82000,28.75300,4.00500,29.50000,8.13000,7.94538,0.09538,0.08968
3901,17887.75210,7.39920,13740.39000,52.57600,-81.85500,8.70000,8.76000,8.25052,0.40052,0.39482
3902,18259.27610,7.59200,13974.87000,-34.73700,91.11900,42.90000,9.09000,9.10681,1.25681,1.25111
3903,17905.30700,7.47430,13793.86000,-30.92800,-24.19500,40.40000,8.25000,7.90136,0.05136,0.04566
3904,17931.94470,7.37160,13496.23000,-21.79400,-45.80000,53.00000,8.52000,8.02706,0.17706,0.17136
3905,18642.60850,8.05500,13870.35000,3.58000,-116.71600,88.40000,9.05000,8.95006,1.10006,1.09436
3906,18791.33640,7.98190,13322.22000,46.66100,70.54200,52.50000,9.33000,10.75208,2.90208,2.89638
3907,18039.98460,7.59280,13736.58000,39.18200,-11.22500,92.30000,9.13000,9.34071,1.49071,1.48501
3908,18494.59560,7.79050,13597.09000,11.44600,-153.40400,68.10000,8.24000,7.91070,0.06070,0.05500
3909,18253.78340,7.77230,13292.38000,-52.80100,-123.93300,37.80000,9.39000,11.48576,3.63576,3.63006
3910,18434.07490,8.15680,13675.09000,50.66400,-9.73900,30.50000,8.03000,7.92858,0.07858,0.07288
3911,18800.32360,8.24020,13686.57000,-42.26700,47.05800,83.90000,8.67000,8.11319,0.26319,0.25749
3912,18414.34420,7.74410,13454.77000,-43.75100,-127.56400,54.70000,9.41000,11.70068,3.85068,3.84498
3913,17563.61530,7.53140,14114.52000,0.94800,114.98200,60.60000,9.11000,9.23470,1.38470,1.37900
3914,18324.26450,7.79160,13722.83000,-55.48900,-179.61600,88.70000,9.23000,9.96908,2.11908,2.11338
3915,18008.87080,7.58700,13897.66000,11.38000,164.14300,25.00000,9.13000,9.28688,1.43688,1.43118
3916,18185.68700,7.59990,13733.10000,45.02100,54.10000,29.60000,7.73000,7.91085,0.06085,0.05515
3917,18206.04620,7.35280,13957.08000,-8.09700,-174.21900,54.70000,9.41000,11.65491,3.80491,3.79921
3918,17549.58610,7.95360,13486.81000,-41.16300,124.14300,73.70000,9.23000,9.93584,2.08584,2.08014
3919,17822.11100,7.08720,13875.12000,-42.77900,-152.43600,98.00000,8.92000,8.59917,0.74917,0.74347
3920,18206.97540,7.57350,13927.32000,-21.07300,54.84900,47.90000,7.69000,7.84327,0.00673,0.00103
3921,18622.56790,8.19340,14059.94000,-7.10400,-158.09000,31.40000,7.66000,7.88097,0.03097,0.02527
3922,17970.69630,8.15200,14139.43000,-59.62600,61.25100,67.40000,8.19000,7.88932,0.03932,0.03362
3923,18482.11030,8.02780,14065.55000,25.75100,61.09900,78.40000,7.61000,7.89839,0.04839,0.04269
3924,18713.69400,7.58880,13882.99000,54.87600,136.47100,77.90000,8.84000,8.38287,0.53287,0.52717
3925,17741.28170,7.75030,13510.00000,20.70000,-143.52500,79.80000,7.66000,7.84330,0.00670,0.00100
3926,18360.56790,7.49350,13799.55000,54.46600,146.70000,21.00000,8.45000,7.97804,0.12804,0.12234
3927,18165.77780,7.65370,13529.13000,4.86300,115.40300,24.20000,7.61000,7.86767,0.01767,0.01197
3928,18984.94520,8.43360,13666.09000,57.50900,151.16300,17.50000,7.96000,7.85929,0.00929,0.00359
3929,17799.58090,7.71800,13758.30000,57.58200,110.87000,94.40000,8.75000,8.25376,0.40376,0.39806
3930,17484.54620,8.22090,13778.85000,30.84600,-37.32400,8.80000,8.65000,8.15045,0.30045,0.29475
3931,17676.90340,7.34820,13300.61000,-33.46500,-39.31300,27.90000,9.49000,12.80938,4.95938,4.95368
3932,18170.18410,7.69530,13697.27000,17.26800,164.88600,23.50000,9.22000,9.84845,1.99845,1.99275
3933,18817.28940,8.69820,13766.38000,39.34800,39.36600,14.80000,9.08000,9.12773,1.27773,1.27203
3934,18055.88340,7.77640,14166.82000,-56.36500,93.59800,54.10000,8.09000,7.88536,0.03536,0.02966
3935,17964.30990,7.37280,13804.60000,-29.25700,140.58600,10.20000,9.35000,10.99349,3.14349,3.13779
3936,18616.42250,7.93680,13851.08000,-3.64300,176.52600,37.30000,9.34000,10.90356,3.05356,3.04786
3937,18057.77730,8.25400,13722.93000,-47.92000,-145.43800,23.00000,9.14000,9.38177,1.53177,1.52607
3938,17974.06390,6.92930,13870.76000,-5.78300,127.06200,5.30000,8.03000,7.89280,0.04280,0.03710
3939,17969.10920,7.60070,13939.90000,49.87500,-109.89800,46.60000,7.82000,7.84584,0.00416,0.00154
3940,17617.43710,7.53110,14016.18000,40.15700,-42.19400,60.80000,9.29000,10.38669,2.53669,2.53099
3941,18348.40730,8.38890,13627.36000,32.62300,-133.37300,96.90000,9.47000,12.54832,4.69832,4.69262
3942,17949.73240,7.95600,13402.01000,23.43600,64.44500,35.10000,7.78000,7.89838,0.04838,0.04268
3943,17643.94970,7.35780,13209.12000,55.31500,-4.44700,12.10000,7.63000,7.90412,0.05412,0.04842
3944,18657.47010,8.33490,13919.81000,-56.22100,147.48300,89.10000,7.78000,7.89853,0.04853,0.04283
3945,17801.89420,7.74170,13631.63000,-49.23100,56.93100,72.80000,8.41000,7.94773,0.09773,0.09203
3946,18273.73570,7.75620,13249.06000,-20.92200,82.62200,7.00000,7.67000,7.85262,0.00262,0.00308
3947,18411.02200,8.24790,13593.51000,36.03100,-172.47700,44.90000,8.03000,7.85175,0.00175,0.00395
3948,17317.86800,7.75580,13858.93000,45.75700,149.03400,35.70000,7.95000,7.86127,0.01127,0.00557
3949,19079.78550,8.02020,13373.95000,-22.57400,99.96300,31.00000,8.17000,7.90404,0.05404,0.04834
3950,17967.99120,8.20000,13438.92000,-33.81800,77.93000,74.10000,9.28000,10.30871,2.45871,2.45301
3951,17671.69060,7.11750,13632.68000,-5.38600,-114.83200,36.00000,8.93000,8.59028,0.74028,0.73458
3952,18131.33870,7.62170,13801.36000,-13.83600,100.89600,12.60000,9.49000,12.89116,5.04116,5.03546
3953,18187.80110,7.58110,13554.98000,39.75400,-10.44100,21.50000,9.28000,10.30480,2.45480,2.44910
3954,17425.84510,7.15740,13872.57000,-47.95200,50.97900,61.70000,8.45000,7.95775,0.10775,0.10205
3955,18327.36240,7.96100,13799.15000,-40.57800,-28.76500,16.00000,9.37000,11.20859,3.35859,3.35289
3956,18068.54440,8.11200,14196.50000,23.45400,-104.28700,52.50000,8.53000,8.02573,0.17573,0.17003
3957,18704.39920,8.57640,13574.97000,-52.21900,-27.31600,41.50000,8.81000,8.31540,0.46540,0.45970
3958,18437.89980,8.02970,14001.62000,-30.77400,45.82100,16.70000,8.17000,7.87445,0.02445,0.01875
3959,18418.19070,8.08860,13896.39000,-27.22100,-21.68000,34.30000,8.95000,8.61149,0.76149,0.75579
3960,18390.45590,7.61020,14150.24000,1.91300,-79.20600,91.30000,9.06000,8.99523,1.14523,1.13953
3961,17781.82300,7.48020,13746.49000,55.58700,-2.88300,67.70000,9.19000,9.67137,1.82137,1.81567
3962,18804.73650,7.61530,13765.30000,26.02500,71.24300,94.40000,9.15000,9.42752,1.57752,1.57182
3963,18687.77190,8.05290,13906.03000,-11.50800,-26.69700,65.80000,9.27000,10.16855,2.31855,2.31285
3964,18115.65710,7.50350,13879.61000,3.31400,46.25900,60.00000,9.44000,12.07175,4.22175,4.21605
3965,17594.78430,7.43060,14084.86000,11.88800,42.64900,79.20000,8.16000,7.93221,0.08221,0.07651
3966,18235.96950,7.91990,14156.28000,-32.29400,-50.82600,89.30000,8.14000,7.89744,0.04744,0.04174
3967,18413.53740,8.04110,13895.25000,45.57700,36.51500,52.20000,9.43000,12.01553,4.16553,4.15983
3968,17745.29320,7.51970,13627.00000,-56.21500,10.03500,97.70000,9.13000,9.27793,1.42793,1.42223
3969,18486.90280,7.87870,13357.13000,0.16400,-170.21800,86.30000,8.24000,7.92729,0.07729,0.07159
3970,18728.06580,8.00290,14004.48000,-49.56400,-81.10500,46.30000,8.28000,7.95286,0.10286,0.09716
3971,17803.33600,7.65920,13143.53000,37.07500,72.27800,40.10000,8.32000,7.97583,0.12583,0.12013
3972,18168.54950,7.44230,13697.44000,33.20300,112.33400,40.50000,7.96000,7.88797,0.03797,0.03227
3973,18100.76480,7.68110,13042.26000,46.43600,131.79300,66.30000,8.56000,8.04966,0.19966,0.19396
3974,18516.24240,8.07490,13672.13000,-56.85300,-83.07200,8.50000,8.40000,7.98839,0.13839,0.13269
3975,18582.02910,7.86320,14398.37000,-33.43000,-91.49600,56.60000,8.69000,8.19356,0.34356,0.33786
3976,18331.40760,8.03980,13418.67000,-53.17900,111.15900,68.60000,9.01000,8.80169,0.95169,0.94599
3977,18592.30590,8.04340,13470.89000,22.93400,155.36300,8.10000,9.11000,9.17494,1.32494,1.31924
3978,18161.60520,7.68730,13748.30000,27.21700,48.63000,7.10000,8.53000,8.07297,0.22297,0.21727
3979,18032.35250,7.87460,13695.66000,11.09900,-118.74400,69.40000,9.17000,9.50431,1.65431,1.64861
3980,17956.36320,8.54990,13583.85000,47.41600,20.89200,37.80000,8.10000,7.95032,0.10032,0.09462
3981,18613.97790,8.31990,14325.75000,38.21200,62.53900,38.40000,9.10000,9.21382,1.36382,1.35812
3982,17791.53080,7.88090,13768.51000,6.24600,142.84900,38.20000,8.72000,8.20263,0.35263,0.34693
3983,18198.38780,7.57830,13915.12000,26.80600,-101.76400,79.00000,7.70000,7.85289,0.00289,0.00281
3984,18577.56840,8.11560,14050.58000,12.06300,-129.89700,97.40000,9.12000,9.25070,1.40070,1.39500
3985,18743.16400,7.70950,14044.28000,-13.03300,27.48500,69.50000,8.57000,8.04839,0.19839,0.19269
3986,17909.33840,7.99370,13801.69000,-57.00800,99.40300,51.10000,7.71000,7.86175,0.01175,0.00605
3987,18312.66480,8.00940,13864.12000,38.15800,-35.94700,19.60000,8.05000,7.91919,0.06919,0.06349
3988,17764.50140,7.03440,13833.19000,-40.66300,-42.38900,64.70000,9.19000,9.63186,1.78186,1.77616
3989,18798.88350,8.09410,13391.28000,-41.13800,134.60000,59.40000,7.91000,7.90142,0.05142,0.04572
3990,18317.79600,7.93660,14391.39000,31.15400,-0.21100,92.10000,7.66000,7.90837,0.05837,0.05267
3991,18909.99620,7.81870,13719.60000,-9.52100,-78.99700,77.90000,7.71000,7.87641,0.02641,0.02071
3992,18347.65210,7.81030,13324.49000,-38.14400,-144.64400,77.80000,8.87000,8.48934,0.63934,0.63364
3993,19415.78660,8.66700,13862.47000,-5.25600,-45.31700,29.50000,7.57000,7.86320,0.01320,0.00750
3994,19060.26300,8.31450,13414.94000,31.50100,-106.36700,81.60000,7.92000,7.85803,0.00803,0.00233
3995,19012.53890,8.43030,14551.22000,12.56800,20.24800,16.50000,9.03000,8.90176,1.05176,1.04606
3996,18132.58350,7.48400,13674.05000,22.50500,50.35500,73.80000,9.36000,11.12478,3.27478,3.26908
3997,18810.18640,8.29930,13422.69000,-23.82400,98.81800,35.00000,8.86000,8.42497,0.57497,0.56927
3998,18382.08210,8.36380,13276.95000,4.41700,-64.61900,98.40000,9.44000,12.11731,4.26731,4.26161
3999,17615.94340,7.70760,13828.26000,19.16400,-2.03200,54.40000,8.61000,8.12563,0.27563,0.26993
4000,17978.47040,7.69470,13832.99000,-25.05100,-27.57100,46.60000,7.78000,7.85491,0.00491,0.00079
4001,17508.92390,7.06950,13926.70000,16.51000,143.16400,13.80000,8.28000,7.92667,0.07667,0.07097
4002,18788.55600,8.83720,13367.77000,55.47100,130.48400,6.50000,8.93000,8.56982,0.71982,0.71412
4003,18697.49780,8.28290,13849.26000,8.07100,111.00800,95.70000,7.57000,7.87134,0.02134,0.01564
4004,18397.41300,8.13110,13717.28000,0.70200,52.04900,53.50000,7.90000,7.88366,0.03366,0.02796
4005,17658.21410,7.61180,13427.85000,-57.75500,0.77500,45.40000,8.52000,7.99789,0.14789,0.14219
4006,18018.61000,7.35150,13813.36000,18.67100,141.73100,11.00000,8.00000,7.87476,0.02476,0.01906
4007,18239.61340,7.60380,13767.25000,-28.59400,-83.49200,36.50000,9.19000,9.64361,1.79361,1.78791
4008,18933.48170,8.32670,13737.29000,-56.77300,4.60300,22.90000,7.95000,7.84339,0.00661,0.00091
4009,18437.08000,7.99670,13711.23000,-46.42700,33.68700,71.10000,8.54000,8.00427,0.15427,0.14857
4010,18043.47130,7.34820,13683.90000,51.90900,59.74200,82.70000,9.47000,12.56010,4.71010,4.70440
4011,18830.73440,7.96270,13313.65000,-4.86700,69.48900,9.90000,8.91000,8.53615,0.68615,0.68045
4012,17486.26870,7.41720,13911.04000,-35.13600,-120.31400,94.70000,8.42000,8.02348,0.17348,0.16778
4013,18014.21520,7.87850,13428.21000,38.27400,-89.86600,52.60000,9.42000,11.72588,3.87588,3.87018
4014,18359.28720,7.55280,13795.46000,18.49300,-70.11300,11.70000,8.03000,7.88802,0.03802,0.03232
4015,18372.07250,7.38090,14116.17000,51.98000,107.84700,71.20000,8.64000,8.13114,0.28114,0.27544
4016,17643.53770,7.22240,13402.85000,55.45400,127.65900,91.30000,9.02000,8.83464,0.98464,0.97894
4017,18387.76560,7.69510,13817.80000,16.22100,-97.44500,94.60000,9.08000,9.08345,1.23345,1.22775
4018,18678.89680,7.69380,13588.38000,-22.77000,-168.74800,90.40000,9.12000,9.31842,1.46842,1.46272
4019,18498.54440,7.60270,13354.33000,-31.09500,-5.92800,44.80000,8.49000,7.98577,0.13577,0.13007
4020,18938.75930,7.80260,13538.73000,-26.23300,-6.99900,17.30000,8.24000,7.89542,0.04542,0.03972
4021,18440.84060,8.22520,13388.68000,18.17000,33.06800,33.50000,7.62000,7.89760,0.04760,0.04190
4022,17827.87920,8.11600,13584.50000,12.14400,-101.99400,89.30000,7.52000,7.85859,0.00859,0.00289
4023,18712.22300,8.08990,13514.21000,53.53000,-97.74000,99.40000,8.06000,7.87758,0.02758,0.02188
4024,18292.35260,8.17780,13721.35000,-57.80800,-143.54200,19.00000,8.12000,7.94292,0.09292,0.08722
4025,18448.39860,7.64860,13893.17000,-3.94000,68.89700,96.30000,7.93000,7.88231,0.03231,0.02661
4026,18465.16670,7.43920,13592.29000,-24.50800,-25.56100,64.80000,7.62000,7.84719,0.00281,0.00289
4027,19459.94630,8.81490,14004.12000,47.83700,-168.88700,64.40000,8.69000,8.13404,0.28404,0.27834
4028,18165.10310,8.03310,14059.10000,46.15600,-77.06000,94.40000,8.00000,7.88059,0.03059,0.02489
4029,18040.55620,7.98900,13521.88000,25.33200,-147.19400,10.50000,7.60000,7.83013,0.01987,0.01417
4030,19412.91570,7.99460,13545.77000,54.53900,6.89500,73.30000,8.32000,7.99383,0.14383,0.13813
4031,18758.20400,7.99360,13756.62000,40.10400,-35.10300,30.00000,8.75000,8.28052,0.43052,0.42482
4032,17823.05650,7.38720,13623.42000,-51.50200,105.33600,85.10000,8.58000,8.07505,0.22505,0.21935
4033,18586.93830,7.61920,13371.11000,39.30200,-58.91300,63.50000,9.18000,9.61384,1.76384,1.75814
4034,17591.82300,7.87800,13836.71000,8.32900,161.20000,56.30000,9.46000,12.37272,4.52272,4.51702
4035,18452.71150,7.61930,13418.59000,44.45100,-142.80000,34.60000,9.50000,12.99402,5.14402,5.13832
4036,18059.61120,7.79000,13539.58000,20.40200,-79.35500,7.00000,7.50000,7.85608,0.00608,0.00038
4037,18491.08010,8.30290,13692.19000,-37.20000,-85.50400,64.40000,8.05000,7.91049,0.06049,0.05479
4038,17840.65720,7.81690,13368.84000,39.39700,122.00000,20.40000,9.50000,13.01491,5.16491,5.15921
4039,18302.83630,7.59290,13335.42000,-54.46100,107.37500,27.10000,9.38000,11.26828,3.41828,3.41258
4040,18496.45520,7.57950,13753.67000,52.22800,135.94000,89.90000,8.39000,7.95591,0.10591,0.10021
4041,19013.91200,8.42200,13914.60000,13.51200,-164.14700,57.70000,8.80000,8.30690,0.45690,0.45120
4042,18146.59700,7.25400,13566.22000,-53.07600,21.83700,15.30000,8.88000,8.42680,0.57680,0.57110
4043,18785.63130,7.81970,14069.21000,27.32100,65.09200,53.60000,8.91000,8.57221,0.72221,0.71651
4044,18764.34440,8.53870,14093.49000,-54.22500,-102.88100,89.90000,9.43000,11.98209,4.13209,4.12639
4045,18738.24470,7.94620,13968.42000,4.07500,164.70700,13.80000,8.06000,7.88865,0.03865,0.03295
4046,18743.67100,8.30870,13879.48000,-6.09800,96.87000,32.20000,9.32000,10.65042,2.80042,2.79472
4047,18835.64270,7.85600,13845.65000,31.88300,12.63900,28.30000,9.03000,8.93520,1.08520,1.07950
4048,18246.73320,7.79350,13601.47000,37.05400,-156.38000,62.30000,8.17000,7.86916,0.01916,0.01346
4049,18024.05870,7.51920,13588.28000,25.47500,-90.75700,61.00000,7.83000,7.86219,0.01219,0.00649
4050,18170.12850,7.67070,14108.07000,-58.41300,30.93100,47.50000,7.66000,7.83156,0.01844,0.01274
4051,18091.30140,7.79190,13825.12000,-40.08900,176.50900,48.40000,7.64000,7.90846,0.05846,0.05276
4052,18011.69400,7.39030,14213.43000,26.04100,-152.39400,80.10000,7.51000,7.83316,0.01684,0.01114
4053,18108.44720,8.04170,13903.70000,-56.20000,165.26800,31.50000,7.91000,7.91467,0.06467,0.05897
4054,18304.43990,7.87720,13891.07000,-29.53600,-165.15400,79.90000,8.18000,7.95352,0.10352,0.09782
4055,17591.00660,7.88060,13885.19000,-7.37700,135.43200,46.50000,8.97000,8.70977,0.85977,0.85407
4056,17613.38660,7.74800,13842.29000,52.32900,10.64800,96.30000,8.99000,8.79810,0.94810,0.94240
4057,19130.29690,8.29620,14091.85000,1.64200,179.56300,31.80000,8.70000,8.18823,0.33823,0.33253
4058,18504.65270,7.92700,13692.46000,13.79100,-163.92900,34.10000,9.14000,9.32551,1.47551,1.46981
4059,18687.41450,7.34920,14150.87000,-14.90800,9.77700,32.20000,9.16000,9.43428,1.58428,1.57858
4060,18543.10540,8.30000,13810.08000,28.08500,19.81900,73.40000,9.16000,9.50397,1.65397,1.64827
4061,19012.98160,7.88140,13527.58000,35.93500,21.66200,98.70000,8.76000,8.31390,0.46390,0.45820
4062,17520.57420,7.46160,13726.41000,-20.50000,-133.20000,21.30000,8.79000,8.33916,0.48916,0.48346
4063,18218.72820,7.71380,13443.06000,-55.01800,139.21600,10.70000,9.00000,8.79148,0.94148,0.93578
4064,19545.74890,8.74100,13605.18000,23.98600,-41.13300,49.30000,8.46000,8.02006,0.17006,0.16436
4065,18041.89960,8.26470,13596.18000,-10.73400,69.17000,51.30000,8.95000,8.62487,0.77487,0.76917
4066,17570.21890,7.91790,13417.24000,45.76300,18.92000,42.10000,8.38000,8.01341,0.16341,0.15771
4067,18061.31880,8.07280,13614.67000,56.84500,115.55400,40.70000,8.20000,7.91786,0.06786,0.06216
4068,18192.74920,7.42400,13536.33000,-47.03500,-72.11000,54.30000,8.86000,8.43981,0.58981,0.58411
4069,18257.27090,7.78040,13849.17000,56.73100,-68.00600,84.90000,9.18000,9.57359,1.72359,1.71789
4070,17804.13310,8.31860,13655.71000,34.22000,81.33700,85.30000,8.27000,7.95765,0.10765,0.10195
4071,19085.91790,7.83560,13924.23000,-11.33400,-79.65800,90.70000,8.56000,8.06652,0.21652,0.21082
4072,18234.79140,7.81780,13839.53000,44.79400,102.90200,18.60000,9.17000,9.56105,1.71105,1.70535
4073,19216.98160,8.31200,13872.81000,24.90100,128.66500,37.70000,9.15000,9.40163,1.55163,1.54593
4074,18460.99580,7.51750,13906.15000,20.08000,-143.76200,73.40000,8.02000,7.86439,0.01439,0.00869
4075,17656.46790,7.39030,13775.43000,17.82100,-59.34400,6.10000,8.85000,8.41452,0.56452,0.55882
4076,17735.63230,7.52410,13868.30000,55.25600,-127.56800,9.70000,8.43000,7.95126,0.10126,0.09556
4077,18233.61930,7.71190,13498.18000,-42.69800,-47.92100,80.00000,8.64000,8.11598,0.26598,0.26028
4078,18648.34630,8.68960,13894.23000,11.92700,-165.72000,79.50000,8.06000,7.87993,0.02993,0.02423
4079,17478.35030,7.77550,13988.19000,-8.63500,-123.46100,45.20000,8.11000,7.91786,0.06786,0.06216
4080,18390.53480,7.84680,13992.53000,15.90100,106.56900,9.10000,9.12000,9.25563,1.40563,1.39993
4081,18832.85350,8.47270,13785.49000,44.09700,-167.19000,46.40000,8.64000,8.07781,0.22781,0.22211
4082,19030.80090,8.70180,13637.61000,47.53700,160.23400,42.10000,9.26000,10.12901,2.27901,2.27331
4083,17958.70780,7.59890,13911.18000,57.49800,0.45800,91.20000,9.11000,9.24965,1.39965,1.39395
4084,17315.64000,8.27310,13279.52000,-10.66900,157.78200,14.80000,9.20000,9.73844,1.88844,1.88274
4085,17696.10740,7.86090,14334.07000,-22.65700,-81.94000,60.40000,8.84000,8.41116,0.56116,0.55546
4086,18021.40610,7.59810,13705.67000,53.33300,-54.58600,72.30000,8.87000,8.46536,0.61536,0.60966
4087,18806.35020,8.11480,13440.29000,29.39600,-167.62500,27.10000,7.62000,7.83144,0.01856,0.01286
4088,18459.05740,8.10100,13840.67000,-27.07200,155.10300,20.60000,7.92000,7.90487,0.05487,0.04917
4089,17486.95000,7.64880,13877.60000,25.78100,84.31400,32.70000,8.05000,7.91178,0.06178,0.05608
4090,18848.80020,8.30120,13704.90000,11.13000,-4.27700,14.10000,7.64000,7.88250,0.03250,0.02680
4091,18623.04010,8.39750,13814.39000,-35.23400,-88.82500,90.50000,7.55000,7.88441,0.03441,0.02871
4092,18430.02860,7.99280,13777.79000,-0.24300,23.34000,77.80000,8.08000,7.90018,0.05018,0.04448
4093,18185.14750,8.09300,13775.61000,-6.27700,161.56400,7.10000,8.55000,8.06388,0.21388,0.20818
4094,19225.05970,8.40510,13396.72000,12.41100,-8.06600,99.90000,8.92000,8.57350,0.72350,0.71780
4095,18124.35830,7.57420,13591.16000,1.74600,52.74800,45.10000,9.04000,8.91326,1.06326,1.05756
4096,18911.64550,7.50010,13384.15000,57.11200,146.94400,95.40000,7.90000,7.85995,0.00995,0.00425
